request_id,source_location_id,destination_location_id,category,urgency,time_submitted,deadline,status,requiredResourceType,peopleAffected,priorityScore,description,dataNote
255,3,24,ROAD_OBSTRUCTION,2,2026-08-07T04:46:00Z,2026-08-07T09:23:00Z,IN_PROGRESS,PATROL_VEHICLE,1,44,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
256,25,19,CCTV_FAULT,1,2026-08-03T22:25:00Z,2026-08-04T09:18:00Z,PENDING,CCTV_TECHNICIAN,1,19,Synthetic cctv fault request for project testing,Synthetic fictional request; not a report of a real incident
257,44,37,SECURITY_ESCORT,3,2026-08-03T14:33:00Z,2026-08-03T16:03:00Z,COMPLETED,PATROL_OFFICER,1,61,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
258,4,7,ROAD_OBSTRUCTION,3,2026-08-06T03:16:00Z,2026-08-06T04:58:00Z,COMPLETED,PATROL_VEHICLE,1,60,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
259,30,25,CROWD_CONTROL,4,2026-08-03T14:29:00Z,2026-08-03T14:54:00Z,COMPLETED,CROWD_CONTROL_TEAM,71,72,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
260,44,22,NIGHT_PATROL_REQUEST,2,2026-08-06T05:38:00Z,2026-08-06T08:42:00Z,COMPLETED,MOTORCYCLE_PATROL,1,38,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
261,25,22,FIRE_ALARM,5,2026-08-04T17:22:00Z,2026-08-04T17:36:00Z,PENDING,FIRE_RESPONSE_UNIT,9,100,Synthetic fire alarm request for project testing,Synthetic fictional request; not a report of a real incident
262,25,30,MEDICAL_EMERGENCY,5,2026-08-04T22:32:00Z,2026-08-04T22:49:00Z,CANCELLED,AMBULANCE,3,99,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
263,25,19,CROWD_CONTROL,3,2026-08-05T05:30:00Z,2026-08-05T06:41:00Z,PENDING,CROWD_CONTROL_TEAM,46,59,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
264,44,10,NIGHT_PATROL_REQUEST,1,2026-08-05T00:15:00Z,2026-08-05T09:57:00Z,ASSIGNED,MOTORCYCLE_PATROL,1,24,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
265,30,38,MEDICAL_EMERGENCY,4,2026-08-05T17:41:00Z,2026-08-05T18:09:00Z,PENDING,AMBULANCE,4,88,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
266,3,43,ACCESS_CONTROL,2,2026-08-04T02:43:00Z,2026-08-04T06:48:00Z,ASSIGNED,PATROL_OFFICER,1,42,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
267,45,19,CROWD_CONTROL,4,2026-08-07T05:35:00Z,2026-08-07T06:11:00Z,ASSIGNED,CROWD_CONTROL_TEAM,59,77,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
268,45,39,SUSPICIOUS_ACTIVITY,3,2026-08-05T21:11:00Z,2026-08-05T22:35:00Z,PENDING,PATROL_OFFICER,1,60,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
269,4,44,SECURITY_ESCORT,3,2026-08-06T14:04:00Z,2026-08-06T15:41:00Z,PENDING,PATROL_OFFICER,1,56,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
270,3,38,SECURITY_ESCORT,4,2026-08-03T18:48:00Z,2026-08-03T19:18:00Z,CANCELLED,PATROL_OFFICER,1,79,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
271,25,23,SUSPICIOUS_ACTIVITY,4,2026-08-02T01:21:00Z,2026-08-02T01:56:00Z,COMPLETED,PATROL_OFFICER,1,72,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
272,4,15,WELFARE_CHECK,2,2026-08-05T03:04:00Z,2026-08-05T08:53:00Z,ASSIGNED,PATROL_OFFICER,1,40,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
273,44,40,ACCESS_CONTROL,2,2026-08-06T18:03:00Z,2026-08-06T23:27:00Z,COMPLETED,PATROL_OFFICER,1,38,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
274,1,12,ROAD_OBSTRUCTION,3,2026-08-02T04:55:00Z,2026-08-02T06:39:00Z,COMPLETED,PATROL_VEHICLE,1,58,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
275,30,44,FIRE_ALARM,5,2026-08-04T10:24:00Z,2026-08-04T10:39:00Z,PENDING,FIRE_RESPONSE_UNIT,10,100,Synthetic fire alarm request for project testing,Synthetic fictional request; not a report of a real incident
276,45,25,SECURITY_ESCORT,2,2026-08-06T11:30:00Z,2026-08-06T14:15:00Z,COMPLETED,PATROL_OFFICER,1,36,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
277,3,21,ACCESS_CONTROL,2,2026-08-04T08:05:00Z,2026-08-04T11:15:00Z,ASSIGNED,PATROL_OFFICER,1,41,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
278,44,30,FIRE_ALARM,4,2026-08-07T04:22:00Z,2026-08-07T04:57:00Z,COMPLETED,FIRE_RESPONSE_UNIT,51,81,Synthetic fire alarm request for project testing,Synthetic fictional request; not a report of a real incident
279,25,34,CROWD_CONTROL,5,2026-08-01T15:52:00Z,2026-08-01T16:10:00Z,PENDING,CROWD_CONTROL_TEAM,66,90,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
280,44,13,NIGHT_PATROL_REQUEST,1,2026-08-07T05:51:00Z,2026-08-07T17:48:00Z,COMPLETED,MOTORCYCLE_PATROL,1,26,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
281,45,37,MEDICAL_EMERGENCY,5,2026-08-06T01:04:00Z,2026-08-06T01:13:00Z,ASSIGNED,AMBULANCE,5,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
282,4,3,ROAD_OBSTRUCTION,3,2026-08-05T14:35:00Z,2026-08-05T16:33:00Z,PENDING,PATROL_VEHICLE,1,57,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
283,45,14,THEFT_REPORT,3,2026-08-05T16:19:00Z,2026-08-05T17:55:00Z,IN_PROGRESS,INVESTIGATION_TEAM,1,56,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
284,3,20,MEDICAL_EMERGENCY,5,2026-08-05T19:54:00Z,2026-08-05T20:08:00Z,PENDING,AMBULANCE,1,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
285,1,30,FIRE_ALARM,5,2026-08-05T00:12:00Z,2026-08-05T00:21:00Z,COMPLETED,FIRE_RESPONSE_UNIT,58,100,Synthetic fire alarm request for project testing,Synthetic fictional request; not a report of a real incident
286,44,36,MEDICAL_EMERGENCY,4,2026-08-04T18:44:00Z,2026-08-04T19:22:00Z,PENDING,AMBULANCE,4,82,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
287,30,45,THEFT_REPORT,3,2026-08-02T08:24:00Z,2026-08-02T09:33:00Z,ASSIGNED,INVESTIGATION_TEAM,1,61,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
288,44,13,NIGHT_PATROL_REQUEST,1,2026-08-03T07:27:00Z,2026-08-03T14:29:00Z,COMPLETED,MOTORCYCLE_PATROL,1,22,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
289,4,11,ACCESS_CONTROL,1,2026-08-02T09:26:00Z,2026-08-02T18:27:00Z,PENDING,PATROL_OFFICER,1,19,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
290,1,32,SUSPICIOUS_ACTIVITY,4,2026-08-02T00:12:00Z,2026-08-02T00:46:00Z,COMPLETED,PATROL_OFFICER,1,74,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
291,45,43,ROAD_OBSTRUCTION,4,2026-08-02T03:06:00Z,2026-08-02T03:46:00Z,PENDING,PATROL_VEHICLE,1,73,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
292,1,41,WELFARE_CHECK,3,2026-08-01T17:23:00Z,2026-08-01T18:47:00Z,COMPLETED,PATROL_OFFICER,1,61,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
293,4,45,SECURITY_ESCORT,4,2026-08-01T20:27:00Z,2026-08-01T20:53:00Z,COMPLETED,PATROL_OFFICER,1,75,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
294,1,41,THEFT_REPORT,4,2026-08-01T22:15:00Z,2026-08-01T22:54:00Z,COMPLETED,INVESTIGATION_TEAM,1,75,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
295,45,34,WELFARE_CHECK,3,2026-08-06T14:07:00Z,2026-08-06T15:27:00Z,COMPLETED,PATROL_OFFICER,1,56,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
296,30,25,NIGHT_PATROL_REQUEST,2,2026-08-04T19:25:00Z,2026-08-04T22:01:00Z,PENDING,MOTORCYCLE_PATROL,1,42,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
297,4,39,ACCESS_CONTROL,2,2026-08-05T13:12:00Z,2026-08-05T16:03:00Z,ASSIGNED,PATROL_OFFICER,1,37,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
298,45,11,NIGHT_PATROL_REQUEST,2,2026-08-01T10:42:00Z,2026-08-01T15:41:00Z,PENDING,MOTORCYCLE_PATROL,1,36,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
299,45,35,MEDICAL_EMERGENCY,4,2026-08-03T03:30:00Z,2026-08-03T04:01:00Z,PENDING,AMBULANCE,5,85,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
300,30,11,CROWD_CONTROL,4,2026-08-03T09:08:00Z,2026-08-03T09:29:00Z,PENDING,CROWD_CONTROL_TEAM,18,79,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
